CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50099663,ROSECRANS,Manhattan,7,GREENWICH AVENUE,10014.0,6465046864,Coffee/Tea,05/24/2023,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.73415360607,-73.99971133483,102.0,3.0,7100.0,1010692.0,1006100060.0,MN23,POINT (-73.999711334829 40.734153606074)
50171875,THE NEW YORK PICNIC COMPANY,Manhattan,199,11 AVENUE,10011.0,9176995241,Other,08/13/2025,Violations were cited in the following area(s).,15-27,Sign prohibiting smoking or using electronic cigarettes not conspicuously posted.,Not Applicable,,,,04/15/2026,Smoke-Free Air Act / Initial Inspection,40.74945272365,-74.00661195639,104.0,3.0,9900.0,1091664.0,1006690017.0,MN13,POINT (-74.006611956393 40.749452723647)
41298603,THE SMITH,Manhattan,55,3 AVENUE,10003.0,2124209800,American,03/03/2026,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,43.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.73098834968,-73.98884001497,103.0,2.0,4000.0,1006807.0,1004667502.0,MN22,POINT (-73.988840014972 40.730988349684)
50126220,HARLEM CAFE,Manhattan,2259,ADAM CLAYTON POWELL JR BOULEVARD,,3472329231,American,03/15/2023,Establishment re-opened by DOHMH.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,P,03/15/2023,04/15/2026,Pre-permit (Operational) / Reopening Inspection,0.0,0.0,,,,,1.0,,
50002092,LA LAMPARA CAFE,Queens,54-18,FLUSHING AVENUE,11378.0,3478202261,Pancakes/Waffles,07/15/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5.0,A,07/15/2024,04/15/2026,Cycle Inspection / Initial Inspection,40.71523661757,-73.91300666218,405.0,30.0,53500.0,4059185.0,4026350008.0,QN30,POINT (-73.913006662183 40.715236617573)
41022489,LA CANOA,Queens,651,ONDERDONK AVENUE,11385.0,7184566011,Latin American,03/11/2024,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,12.0,A,03/11/2024,04/15/2026,Cycle Inspection / Re-inspection,40.70452545944,-73.9081263929,405.0,34.0,54700.0,4082889.0,4034670013.0,QN20,POINT (-73.908126392903 40.704525459437)
50128644,M & D COFFEE CAFE,Manhattan,215,WEST  116 STREET,10026.0,2127293242,American,02/09/2026,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,27.0,B,02/09/2026,04/15/2026,Cycle Inspection / Re-inspection,40.80362493897,-73.95347621274,110.0,9.0,21800.0,1058376.0,1019220020.0,MN11,POINT (-73.95347621274 40.803624938968)
50138749,HAMZA & MADINA HALAL FOOD,Manhattan,501,WEST  133 STREET,10027.0,9173882020,Chicken,10/24/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,14.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.81769447837,-73.95341214598,109.0,7.0,21900.0,1059738.0,1019870029.0,MN06,POINT (-73.953412145982 40.817694478371)
50153660,CHOPT CREATIVE SALAD CO.,Manhattan,410,10 AVENUE,10001.0,3479617091,Soups/Salads/Sandwiches,09/25/2024,Violations were cited in the following area(s).,16-03,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Applicable,,,,04/15/2026,Calorie Posting / Initial Inspection,40.7537978664,-73.99908682614,104.0,3.0,10300.0,1012843.0,1007310001.0,MN13,POINT (-73.999086826144 40.753797866397)
50046429,CHARO RESTAURANT,Queens,102-01,37 AVENUE,11368.0,7187797730,Spanish,06/07/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,38.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.75304904009,-73.86525959659,403.0,21.0,37900.0,4043329.0,4017430035.0,QN26,POINT (-73.865259596585 40.75304904009)
50071792,PANDA EXPRESS # 2792,Manhattan,2852,BROADWAY,10025.0,2126780139,Chinese,03/25/2026,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,03/25/2026,04/15/2026,Cycle Inspection / Re-inspection,40.80465321707,-73.96632752634,109.0,7.0,19900.0,1056916.0,1018820061.0,MN09,POINT (-73.966327526336 40.804653217067)
50089369,ESTRELLA LATINA,Queens,39-07,104 STREET,11368.0,7185652377,Latin American,09/28/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,13.0,A,09/28/2023,04/15/2026,Cycle Inspection / Re-inspection,40.75051726717,-73.86202366765,403.0,21.0,40300.0,4044659.0,4017760075.0,QN26,POINT (-73.862023667648 40.750517267166)
50046199,FOUR COCONUTS,Queens,133-42,39 AVENUE,11354.0,9179836666,Chinese,11/15/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,63.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.7590989094,-73.83413911857,407.0,20.0,87100.0,4596186.0,4049737501.0,QN22,POINT (-73.834139118565 40.759098909404)
50134682,CONMIGO,Manhattan,1410,MADISON AVENUE,10029.0,3474192285,Mexican,02/13/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,25.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.78830645191,-73.95337862044,111.0,4.0,16002.0,1051476.0,1016030058.0,MN33,POINT (-73.95337862044 40.788306451913)
50009019,JUST SALAD,Manhattan,1306,1 AVENUE,10021.0,2122441111,Salads,04/04/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,04/04/2022,04/15/2026,Cycle Inspection / Initial Inspection,40.7666654063,-73.95681257688,108.0,5.0,12400.0,1045808.0,1014650001.0,MN31,POINT (-73.956812576883 40.766665406296)
41378862,UMI SUSHI JAPANESE CUISINE,Brooklyn,215,BRIGHTON BEACH AVENUE,11235.0,7187693338,Japanese,05/09/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,63.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.57648593793,-73.96670218154,313.0,48.0,36200.0,3244616.0,3086700049.0,BK19,POINT (-73.966702181541 40.57648593793)
50097945,GONG CHA,Brooklyn,1698,EAST   14 STREET,11229.0,6466831590,Coffee/Tea,12/09/2024,Violations were cited in the following area(s).,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",Not Critical,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.60777678414,-73.95905502486,315.0,48.0,55400.0,3182890.0,3067960008.0,BK25,POINT (-73.959055024861 40.60777678414)
50090039,VANILLA GORILLA CAFE,Manhattan,332,WEST   44 STREET,10036.0,9293933440,Coffee/Tea,03/31/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,03/31/2023,04/15/2026,Cycle Inspection / Re-inspection,40.7589712989,-73.98992181739,104.0,3.0,12100.0,1024974.0,1010340048.0,MN15,POINT (-73.989921817394 40.758971298901)
50116736,FEDERICO'S PIZZERIA,Brooklyn,2313,86 STREET,11214.0,9178336135,Pizza,01/23/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,53.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.60037010252,-73.99124223,311.0,43.0,29800.0,3185350.0,3068580071.0,BK29,POINT (-73.991242230002 40.600370102517)
50152935,CAFE BLESSING,Queens,248-25,NORTHERN BOULEVARD,11362.0,9175577432,Coffee/Tea,03/20/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,40.0,,,04/15/2026,Pre-permit (Operational) / Initial Inspection,40.76748478158,-73.73861916117,411.0,19.0,147900.0,4169059.0,4081180028.0,QN45,POINT (-73.738619161173 40.767484781581)
50119650,THE INWOOD FARM,Manhattan,600,WEST  218 STREET,10034.0,9176717600,American,06/23/2022,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,06/23/2022,04/15/2026,Pre-permit (Operational) / Re-inspection,40.87288513016,-73.91815834069,112.0,10.0,30700.0,1065082.0,1022500058.0,MN01,POINT (-73.918158340694 40.872885130156)
41196158,ELEVEN B,Manhattan,174,AVENUE B,10009.0,2123889811,Pizza,03/05/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26.0,B,03/05/2024,04/15/2026,Cycle Inspection / Re-inspection,40.72737495679,-73.97954294496,103.0,2.0,3400.0,1005137.0,1004040028.0,MN22,POINT (-73.979542944959 40.727374956791)
50144278,GREEN MANDALA,Manhattan,1232,LEXINGTON AVENUE,10028.0,6463705735,"Juice, Smoothies, Fruit Salads",12/13/2023,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.77773503087,-73.95687758355,108.0,4.0,14000.0,1047649.0,1015120016.0,MN40,POINT (-73.956877583552 40.777735030869)
50053686,GOOD BAR,Brooklyn,627,MANHATTAN AVENUE,11222.0,5166505595,American,01/09/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,01/09/2025,04/15/2026,Cycle Inspection / Initial Inspection,40.72381176905,-73.9508299381,301.0,33.0,56900.0,3066069.0,3026460001.0,BK76,POINT (-73.950829938097 40.723811769051)
50139244,NOM,Manhattan,1178,BROADWAY,10001.0,9173882138,American,02/28/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27.0,,,04/15/2026,Pre-permit (Operational) / Second Compliance Inspection,40.74530226044,-73.98852002294,105.0,4.0,7600.0,1015727.0,1008300028.0,MN17,POINT (-73.988520022944 40.745302260438)
50073215,EL NUEVO CARRIBENO,Manhattan,1675,LEXINGTON AVENUE,10029.0,2128313906,Latin American,06/16/2022,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,04/15/2026,Administrative Miscellaneous / Initial Inspection,40.79166311562,-73.9466878661,111.0,8.0,17200.0,1051992.0,1016330019.0,MN33,POINT (-73.9466878661 40.791663115619)
50090311,IZAKAYA FUKU,Queens,71-28,ROOSEVELT AVENUE,11372.0,7182551120,Japanese,06/07/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,44.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.74656313859,-73.89401839259,404.0,25.0,26500.0,4311571.0,4013030011.0,QN50,POINT (-73.894018392588 40.746563138594)
50011586,EASTERN CHINESE RESTAURANT,Queens,21-05,BROADWAY,11106.0,7182787333,Chinese,05/07/2024,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,22.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.76511327025,-73.9314822231,401.0,22.0,7700.0,4006383.0,4005540001.0,QN70,POINT (-73.931482223096 40.765113270253)
41276492,LA FE BAKERY & COFFEE SHOP,Queens,39-08,64 STREET,11377.0,7184766762,Mexican,06/21/2023,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,46.0,,,04/15/2026,Cycle Inspection / Initial Inspection,40.74618968564,-73.89994852925,402.0,26.0,26100.0,4028409.0,4012330066.0,QN63,POINT (-73.899948529247 40.746189685642)
50111125,AMERICAN BREW + PRESS,Manhattan,4,SOUTH STREET,10004.0,2127422787,American,12/17/2024,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,30.0,C,12/17/2024,04/15/2026,Cycle Inspection / Re-inspection,40.70168790108,-74.01163112586,101.0,1.0,900.0,1085792.0,1000020001.0,MN25,POINT (-74.011631125861 40.701687901075)
50124455,ASIAN BAY SUSHI,Brooklyn,1741,SHEEPSHEAD BAY ROAD,11235.0,3472555695,Japanese,03/28/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13.0,A,03/28/2023,04/15/2026,Pre-permit (Operational) / Re-inspection,40.58540932134,-73.95154067402,315.0,48.0,60000.0,3247037.0,3087720073.0,BK17,POINT (-73.951540674024 40.585409321339)
